image_name,hands_found,left_hand_landmarks,cropped_hand
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.116152853
y: 0.489396155
z: -1.36129856e-007
, x: 0.148182809
y: 0.481443614
z: -0.0224281549
, x: 0.178956
y: 0.465294868
z: -0.0319152102
, x: 0.207686275
y: 0.449171
z: -0.0376458168
, x: 0.232111216
y: 0.444616348
z: -0.0384500846
, x: 0.164308339
y: 0.43072468
z: -0.0167186242
, x: 0.15947482
y: 0.416985273
z: -0.0338596813
, x: 0.158531427
y: 0.437887222
z: -0.0398980677
, x: 0.162017256
y: 0.441495091
z: -0.0415719636
, x: 0.137623742
y: 0.432125092
z: -0.0105904667
, x: 0.135280937
y: 0.420606017
z: -0.0244267266
, x: 0.13747561
y: 0.447436899
z: -0.0222982801
, x: 0.143505469
y: 0.443096906
z: -0.018200377
, x: 0.114039093
y: 0.433704108
z: -0.00829304568
, x: 0.111636862
y: 0.423823625
z: -0.0218075588
, x: 0.116030857
y: 0.446611136
z: -0.0131252063
, x: 0.123225242
y: 0.444186687
z: -0.00482138619
, x: 0.0926967859
y: 0.435817033
z: -0.00814126432
, x: 0.0884205922
y: 0.429053366
z: -0.0126823625
, x: 0.0950867757
y: 0.444513917
z: -0.0046025659
, x: 0.101903051
y: 0.447170883
z: 0.00277942652
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.154820576
y: 0.493592858
z: -2.82504942e-007
, x: 0.185731977
y: 0.483381659
z: -0.0167246424
, x: 0.209635809
y: 0.464559972
z: -0.0254282802
, x: 0.230633587
y: 0.445529431
z: -0.0332010575
, x: 0.254120797
y: 0.438197911
z: -0.0373595878
, x: 0.194627285
y: 0.437251419
z: -0.00997465756
, x: 0.18350184
y: 0.424998
z: -0.0274250656
, x: 0.178590968
y: 0.446136236
z: -0.033823058
, x: 0.184363782
y: 0.453839451
z: -0.0356221125
, x: 0.171182916
y: 0.434414536
z: -0.0075853169
, x: 0.16310209
y: 0.421984375
z: -0.0247617587
, x: 0.160294354
y: 0.447523177
z: -0.0228663888
, x: 0.168599427
y: 0.450613946
z: -0.0172813963
, x: 0.149140984
y: 0.432964236
z: -0.00879479572
, x: 0.142337456
y: 0.416037679
z: -0.026461795
, x: 0.141372919
y: 0.439460516
z: -0.0179149359
, x: 0.149583817
y: 0.44468376
z: -0.00738776615
, x: 0.129290387
y: 0.433681548
z: -0.0117678354
, x: 0.121300846
y: 0.419399023
z: -0.0213719569
, x: 0.123930395
y: 0.43528527
z: -0.014924448
, x: 0.132864475
y: 0.442824244
z: -0.00680578407
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.17036213
y: 0.538907409
z: -3.18905791e-007
, x: 0.213983536
y: 0.527030826
z: -0.0330884047
, x: 0.262490034
y: 0.500988483
z: -0.0552592799
, x: 0.309315622
y: 0.487971544
z: -0.0744645819
, x: 0.352706432
y: 0.482874036
z: -0.0894307494
, x: 0.210731179
y: 0.432742387
z: -0.0397046842
, x: 0.215127215
y: 0.456187665
z: -0.0690995455
, x: 0.218333334
y: 0.483977705
z: -0.0830924958
, x: 0.221113741
y: 0.481369197
z: -0.0917044431
, x: 0.163245916
y: 0.432239056
z: -0.038993109
, x: 0.172609046
y: 0.468498409
z: -0.0639365911
, x: 0.183927312
y: 0.498036981
z: -0.0671156049
, x: 0.185604975
y: 0.486827374
z: -0.0693092197
, x: 0.121382594
y: 0.443134457
z: -0.042608846
, x: 0.134584
y: 0.477785796
z: -0.0671730191
, x: 0.147933215
y: 0.50288564
z: -0.0615999438
, x: 0.149559438
y: 0.492018282
z: -0.0570171252
, x: 0.0868829
y: 0.457647264
z: -0.0498172902
, x: 0.0958121568
y: 0.479323089
z: -0.06319
, x: 0.111706465
y: 0.499304593
z: -0.0571163744
, x: 0.117056586
y: 0.497665852
z: -0.051663857
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.131219417
y: 0.498440236
z: -2.81380551e-007
, x: 0.187926516
y: 0.494884908
z: -0.0291966256
, x: 0.234745935
y: 0.475131094
z: -0.0465936586
, x: 0.281160504
y: 0.459475815
z: -0.0635122061
, x: 0.320611596
y: 0.460134864
z: -0.073974587
, x: 0.215676874
y: 0.402747303
z: -0.0147544974
, x: 0.208425969
y: 0.366770327
z: -0.0459251069
, x: 0.194382742
y: 0.397050291
z: -0.0587274469
, x: 0.199905381
y: 0.41244489
z: -0.0623188168
, x: 0.17639488
y: 0.395789027
z: -0.0118439291
, x: 0.174329609
y: 0.362361968
z: -0.0390205942
, x: 0.161306947
y: 0.401866406
z: -0.0358871184
, x: 0.170656249
y: 0.407678306
z: -0.0261426922
, x: 0.140754759
y: 0.393179953
z: -0.0156820975
, x: 0.141090661
y: 0.354133725
z: -0.0418964364
, x: 0.133187681
y: 0.38816607
z: -0.0270661153
, x: 0.141473874
y: 0.398655027
z: -0.00926948339
, x: 0.109488785
y: 0.396413743
z: -0.0230849851
, x: 0.104706079
y: 0.369658142
z: -0.0371539146
, x: 0.105000816
y: 0.391592383
z: -0.0264003202
, x: 0.114194006
y: 0.404702932
z: -0.0127892345
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.140334323
y: 0.487948954
z: -3.92808033e-007
, x: 0.191104636
y: 0.490369946
z: -0.0403977595
, x: 0.245266542
y: 0.469571173
z: -0.0606437139
, x: 0.285532564
y: 0.447793871
z: -0.074951537
, x: 0.326705456
y: 0.432554066
z: -0.0848721415
, x: 0.205433339
y: 0.401774913
z: -0.0504145846
, x: 0.175969392
y: 0.433214545
z: -0.0800985396
, x: 0.176691756
y: 0.45756045
z: -0.0909637287
, x: 0.190139428
y: 0.453196645
z: -0.0964968279
, x: 0.164526701
y: 0.392287016
z: -0.0440667756
, x: 0.135450214
y: 0.43368271
z: -0.0695379078
, x: 0.144668281
y: 0.462769121
z: -0.0682820305
, x: 0.161003366
y: 0.455967754
z: -0.0663683787
, x: 0.125598043
y: 0.394252032
z: -0.0421643592
, x: 0.100578435
y: 0.432262659
z: -0.0685063526
, x: 0.112937421
y: 0.460117459
z: -0.0585904606
, x: 0.13019821
y: 0.454536
z: -0.0499608852
, x: 0.090139918
y: 0.400823265
z: -0.0445906036
, x: 0.0707750395
y: 0.428018272
z: -0.0605634525
, x: 0.0840272158
y: 0.452500105
z: -0.05436619
, x: 0.100090057
y: 0.454511762
z: -0.0476134047
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.101997741
y: 0.530550122
z: -4.15914371e-007
, x: 0.163116008
y: 0.519969642
z: -0.0219209269
, x: 0.216702431
y: 0.49132809
z: -0.0311551448
, x: 0.262532115
y: 0.472070277
z: -0.0403608382
, x: 0.305383801
y: 0.472798079
z: -0.0438098758
, x: 0.194832891
y: 0.44313854
z: -0.00684038131
, x: 0.208726227
y: 0.4189668
z: -0.0354069732
, x: 0.192321122
y: 0.451800227
z: -0.0462003
, x: 0.189343944
y: 0.459512383
z: -0.0497486144
, x: 0.157658011
y: 0.437493414
z: -0.0076965238
, x: 0.16793181
y: 0.418732911
z: -0.0361333
, x: 0.155364648
y: 0.46002841
z: -0.0364119932
, x: 0.156134561
y: 0.459375322
z: -0.030200867
, x: 0.1201794
y: 0.434858412
z: -0.0145088956
, x: 0.129337862
y: 0.418309957
z: -0.0432028361
, x: 0.122714356
y: 0.456455976
z: -0.0305160582
, x: 0.124509484
y: 0.455228746
z: -0.0150765833
, x: 0.0824817345
y: 0.434013247
z: -0.0236308128
, x: 0.0897178352
y: 0.418000519
z: -0.0344263874
, x: 0.0910795853
y: 0.445438772
z: -0.019428812
, x: 0.0916582868
y: 0.452609092
z: -0.00482620392
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.0758743435
y: 0.559609354
z: -3.29546168e-007
, x: 0.13246505
y: 0.550962269
z: -0.0269404314
, x: 0.197383597
y: 0.519342303
z: -0.0344302319
, x: 0.245382875
y: 0.49614054
z: -0.0372779295
, x: 0.282145202
y: 0.483668059
z: -0.0322732627
, x: 0.168402389
y: 0.475001633
z: -0.0182911046
, x: 0.190588623
y: 0.46029374
z: -0.0407763869
, x: 0.171648711
y: 0.493273824
z: -0.0491264872
, x: 0.161739632
y: 0.48804298
z: -0.0541642755
, x: 0.123579629
y: 0.468659937
z: -0.0135876015
, x: 0.151627675
y: 0.458479
z: -0.0364270471
, x: 0.13882114
y: 0.49870944
z: -0.0391294658
, x: 0.132274538
y: 0.488348573
z: -0.0381284878
, x: 0.085129112
y: 0.469384551
z: -0.0135686137
, x: 0.10711018
y: 0.459427536
z: -0.0364110768
, x: 0.106664807
y: 0.496313035
z: -0.0280477405
, x: 0.100967333
y: 0.488960236
z: -0.0194502268
, x: 0.0543253645
y: 0.469315916
z: -0.0158776175
, x: 0.0717467666
y: 0.468853861
z: -0.027007984
, x: 0.0776634961
y: 0.493003964
z: -0.0190241858
, x: 0.0707039684
y: 0.490289122
z: -0.0114513654
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.114923596
y: 0.488292
z: -3.21243846e-007
, x: 0.178828433
y: 0.475984454
z: -0.0331329331
, x: 0.238283947
y: 0.442361921
z: -0.045776654
, x: 0.289004624
y: 0.413366824
z: -0.0545977876
, x: 0.333931148
y: 0.403895915
z: -0.0556525812
, x: 0.211071342
y: 0.386032075
z: -0.0126918899
, x: 0.186240375
y: 0.353822529
z: -0.0429125316
, x: 0.175175548
y: 0.392169923
z: -0.0564260744
, x: 0.18964304
y: 0.406285793
z: -0.0609386265
, x: 0.168851137
y: 0.380864173
z: -0.00477535091
, x: 0.149524838
y: 0.350983381
z: -0.0334964022
, x: 0.142313033
y: 0.398030877
z: -0.0320386104
, x: 0.160944685
y: 0.406128228
z: -0.0231491476
, x: 0.131411195
y: 0.378136933
z: -0.00400729198
, x: 0.116613381
y: 0.347462
z: -0.0331840962
, x: 0.111399919
y: 0.389190108
z: -0.0182744917
, x: 0.129119456
y: 0.400889
z: 0.000413402595
, x: 0.0980241
y: 0.378267497
z: -0.00691338722
, x: 0.0858077183
y: 0.355446637
z: -0.0234369282
, x: 0.0851249769
y: 0.384577394
z: -0.0130116045
, x: 0.0988119
y: 0.398922265
z: 0.00143710035
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.163976207
y: 0.458833843
z: -3.09229023e-007
, x: 0.214798152
y: 0.436157703
z: -0.0206111316
, x: 0.257783622
y: 0.399774373
z: -0.0274187978
, x: 0.292697549
y: 0.371865958
z: -0.0309333857
, x: 0.325810134
y: 0.356995523
z: -0.0278258603
, x: 0.206719816
y: 0.360127151
z: -0.0143487444
, x: 0.224857673
y: 0.344966501
z: -0.0348684601
, x: 0.218345538
y: 0.379441828
z: -0.0430515595
, x: 0.208790377
y: 0.378869802
z: -0.0478889346
, x: 0.167469352
y: 0.362393
z: -0.0132008269
, x: 0.190923214
y: 0.3459934
z: -0.0351668671
, x: 0.1914929
y: 0.384929
z: -0.0396400541
, x: 0.179984406
y: 0.381215155
z: -0.040328417
, x: 0.133769035
y: 0.36911875
z: -0.0152691435
, x: 0.151988029
y: 0.348463
z: -0.037541151
, x: 0.161359146
y: 0.384547681
z: -0.0287330896
, x: 0.149556309
y: 0.384065747
z: -0.0196489524
, x: 0.102919623
y: 0.375615865
z: -0.0187786166
, x: 0.119697042
y: 0.360684305
z: -0.0286350157
, x: 0.132706195
y: 0.384545982
z: -0.0170880295
, x: 0.122781672
y: 0.389048666
z: -0.00678476272
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.188968047
y: 0.449034393
z: 3.67785e-007
, x: 0.217167914
y: 0.446748525
z: -0.0250940099
, x: 0.226534933
y: 0.433558702
z: -0.0394512378
, x: 0.206398562
y: 0.415046811
z: -0.0492463671
, x: 0.180542588
y: 0.406074911
z: -0.0597050637
, x: 0.238077372
y: 0.400090039
z: -0.0383770615
, x: 0.253964722
y: 0.367889374
z: -0.0545310862
, x: 0.258832395
y: 0.348287046
z: -0.0653479621
, x: 0.262562931
y: 0.330541849
z: -0.072650291
, x: 0.216565311
y: 0.393114954
z: -0.0347641
, x: 0.23572728
y: 0.360803425
z: -0.0506353416
, x: 0.244122833
y: 0.339518219
z: -0.0630967245
, x: 0.252210051
y: 0.320310265
z: -0.0718114823
, x: 0.195110738
y: 0.393468618
z: -0.0319379568
, x: 0.211086303
y: 0.362852365
z: -0.0454669483
, x: 0.22149919
y: 0.344918579
z: -0.0546550676
, x: 0.230354831
y: 0.329341978
z: -0.0605054758
, x: 0.172092631
y: 0.399352551
z: -0.0305470526
, x: 0.174885854
y: 0.373885185
z: -0.0416301303
, x: 0.180553377
y: 0.359143376
z: -0.0461366475
, x: 0.186409891
y: 0.345743865
z: -0.0488869175
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.198734164
y: 0.541790128
z: 2.6525629e-007
, x: 0.236978024
y: 0.526584268
z: -0.0265320465
, x: 0.253251463
y: 0.492222637
z: -0.0367734134
, x: 0.21894671
y: 0.469359159
z: -0.0440686531
, x: 0.181280106
y: 0.46228382
z: -0.0512861498
, x: 0.249282897
y: 0.444318146
z: -0.0202663373
, x: 0.246550441
y: 0.403940588
z: -0.0356937684
, x: 0.242124826
y: 0.378148973
z: -0.0496255197
, x: 0.236549735
y: 0.355727226
z: -0.060366068
, x: 0.218687013
y: 0.442095906
z: -0.01966203
, x: 0.217425674
y: 0.399579644
z: -0.0331363305
, x: 0.212373257
y: 0.371156573
z: -0.0476140678
, x: 0.205931574
y: 0.347075403
z: -0.0582495332
, x: 0.192583531
y: 0.449118525
z: -0.0221075155
, x: 0.188455865
y: 0.410056204
z: -0.0365176909
, x: 0.185602561
y: 0.38410005
z: -0.048768729
, x: 0.180648953
y: 0.361607134
z: -0.0568487458
, x: 0.165849
y: 0.463087112
z: -0.0270454828
, x: 0.162796691
y: 0.432744414
z: -0.0413691513
, x: 0.160108477
y: 0.412368208
z: -0.0486570857
, x: 0.15561524
y: 0.392402291
z: -0.0531754233
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.106569834
y: 0.522159696
z: 3.71226662e-007
, x: 0.137450054
y: 0.508827507
z: -0.0297990926
, x: 0.159892991
y: 0.476492673
z: -0.0380223244
, x: 0.153894484
y: 0.44235602
z: -0.0420768857
, x: 0.126799405
y: 0.426141769
z: -0.0443401
, x: 0.171110645
y: 0.442885786
z: -0.0115467524
, x: 0.186853737
y: 0.406792402
z: -0.0212103426
, x: 0.191533625
y: 0.385940254
z: -0.0318675786
, x: 0.194564238
y: 0.365885377
z: -0.0403646529
, x: 0.148514017
y: 0.433892876
z: -0.00463448232
, x: 0.166426942
y: 0.395520627
z: -0.0118028075
, x: 0.175121188
y: 0.372013867
z: -0.0210560448
, x: 0.182731599
y: 0.351382315
z: -0.0281197745
, x: 0.125599459
y: 0.432928562
z: -0.00180790038
, x: 0.141176581
y: 0.397789061
z: -0.0097864205
, x: 0.152323261
y: 0.377573431
z: -0.0173745174
, x: 0.161193684
y: 0.36011827
z: -0.0226632897
, x: 0.101212189
y: 0.437398225
z: -0.00228630472
, x: 0.11600171
y: 0.411558032
z: -0.00950778276
, x: 0.125771761
y: 0.396063566
z: -0.0131910909
, x: 0.134621307
y: 0.381305248
z: -0.0158091411
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.164206564
y: 0.508964419
z: 2.12430891e-007
, x: 0.205897853
y: 0.492703438
z: -0.0236494411
, x: 0.223990172
y: 0.452149808
z: -0.0286323391
, x: 0.187403008
y: 0.420333058
z: -0.0312215406
, x: 0.149495751
y: 0.411608636
z: -0.0327153578
, x: 0.227754623
y: 0.410033286
z: -0.00350234099
, x: 0.236110762
y: 0.370469958
z: -0.0118696447
, x: 0.238352582
y: 0.346267849
z: -0.0219241
, x: 0.238487095
y: 0.325511605
z: -0.0304596759
, x: 0.198043257
y: 0.402644932
z: -0.00208097394
, x: 0.20816581
y: 0.359658033
z: -0.0075404672
, x: 0.212929562
y: 0.333471417
z: -0.0166934151
, x: 0.216749966
y: 0.311168104
z: -0.024230592
, x: 0.17104584
y: 0.404279977
z: -0.00468043517
, x: 0.178421974
y: 0.363741517
z: -0.011883622
, x: 0.184224278
y: 0.33926937
z: -0.0199675392
, x: 0.187942624
y: 0.318451613
z: -0.0262188148
, x: 0.141186953
y: 0.411966741
z: -0.0101625891
, x: 0.145408794
y: 0.379825145
z: -0.0171645749
, x: 0.150364339
y: 0.359819
z: -0.0202057771
, x: 0.155318141
y: 0.340996027
z: -0.0229169056
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.19886595
y: 0.504109442
z: 2.26646449e-007
, x: 0.228283972
y: 0.495098472
z: -0.0205737185
, x: 0.250012696
y: 0.474223047
z: -0.0285826121
, x: 0.238255069
y: 0.449431419
z: -0.0339546762
, x: 0.222013071
y: 0.432839334
z: -0.0386997312
, x: 0.252548963
y: 0.442076355
z: -0.0145063717
, x: 0.267681181
y: 0.414229065
z: -0.0256235618
, x: 0.2750718
y: 0.397416443
z: -0.0351902023
, x: 0.280706346
y: 0.382166982
z: -0.0420982167
, x: 0.233415723
y: 0.435257196
z: -0.0124436924
, x: 0.250569522
y: 0.404286563
z: -0.0209582206
, x: 0.260679781
y: 0.385567904
z: -0.0291202478
, x: 0.269401133
y: 0.369498402
z: -0.0353482217
, x: 0.213580191
y: 0.434693247
z: -0.0130519215
, x: 0.225113332
y: 0.405153
z: -0.0226863455
, x: 0.233594358
y: 0.387715369
z: -0.0298335161
, x: 0.240772069
y: 0.373193771
z: -0.0346644111
, x: 0.190688893
y: 0.438663661
z: -0.0155667895
, x: 0.195938677
y: 0.415171504
z: -0.0244172513
, x: 0.200107455
y: 0.400227159
z: -0.0282672755
, x: 0.204528615
y: 0.38582772
z: -0.0308312904
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.750097
y: 0.826261938
z: 2.21046321e-007
, x: 0.758212328
y: 0.848370194
z: -0.00454090675
, x: 0.747014403
y: 0.871869266
z: -0.0123776356
, x: 0.727108419
y: 0.888303638
z: -0.0187510569
, x: 0.709505141
y: 0.897557199
z: -0.0257451981
, x: 0.752523303
y: 0.868669927
z: -0.0383355394
, x: 0.739814579
y: 0.893116176
z: -0.0560254902
, x: 0.72504282
y: 0.906268895
z: -0.0647357851
, x: 0.711108744
y: 0.914368153
z: -0.0698835
, x: 0.741567552
y: 0.858489275
z: -0.0433847308
, x: 0.722548246
y: 0.881117761
z: -0.063087061
, x: 0.704514205
y: 0.896397889
z: -0.0720948949
, x: 0.689430475
y: 0.906273901
z: -0.0776827857
, x: 0.727409184
y: 0.846800208
z: -0.0469779558
, x: 0.709785402
y: 0.867967427
z: -0.0651965067
, x: 0.694818318
y: 0.883209109
z: -0.0750139132
, x: 0.683905244
y: 0.894313753
z: -0.0807955116
, x: 0.713095844
y: 0.835045755
z: -0.0495200716
, x: 0.69290638
y: 0.845437825
z: -0.0654999092
, x: 0.680117548
y: 0.853855073
z: -0.0735610276
, x: 0.669419944
y: 0.861373067
z: -0.0784812793
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.209996328
y: 0.503904462
z: 2.74319632e-007
, x: 0.245762542
y: 0.497389913
z: -0.0190888625
, x: 0.265212774
y: 0.473110437
z: -0.0264517162
, x: 0.244781569
y: 0.451776385
z: -0.0310314596
, x: 0.218374953
y: 0.444865793
z: -0.0364749618
, x: 0.261154056
y: 0.438393623
z: -0.0224821754
, x: 0.262786537
y: 0.408157915
z: -0.0351187065
, x: 0.260794759
y: 0.387005419
z: -0.0454991795
, x: 0.25661993
y: 0.368621737
z: -0.0533477589
, x: 0.235841662
y: 0.431765735
z: -0.0224926043
, x: 0.237632796
y: 0.395251453
z: -0.0336777605
, x: 0.237817794
y: 0.370619923
z: -0.0442470796
, x: 0.237097189
y: 0.350593388
z: -0.0513287634
, x: 0.212032109
y: 0.43373996
z: -0.0239301492
, x: 0.213661775
y: 0.398837775
z: -0.0354458503
, x: 0.21539925
y: 0.376930833
z: -0.0455780029
, x: 0.216121584
y: 0.358447373
z: -0.0518677719
, x: 0.186738074
y: 0.4423787
z: -0.0266818907
, x: 0.188368902
y: 0.416679531
z: -0.0381582864
, x: 0.190901607
y: 0.400646895
z: -0.0435438417
, x: 0.193407193
y: 0.385966957
z: -0.0464173965
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.290060252
y: 0.478649467
z: 2.37453108e-007
, x: 0.320284426
y: 0.471706063
z: -0.0255189128
, x: 0.332759887
y: 0.446376562
z: -0.0373711027
, x: 0.304666936
y: 0.42291826
z: -0.0457190685
, x: 0.27530995
y: 0.411459148
z: -0.053598024
, x: 0.337288171
y: 0.408020914
z: -0.0272056125
, x: 0.340457529
y: 0.371862829
z: -0.0413925722
, x: 0.338555396
y: 0.350040525
z: -0.0518262461
, x: 0.335696876
y: 0.331336737
z: -0.0596192777
, x: 0.313354373
y: 0.402203143
z: -0.0250334907
, x: 0.317329645
y: 0.362156361
z: -0.0382216
, x: 0.317374229
y: 0.336746305
z: -0.0494964197
, x: 0.317665935
y: 0.31598255
z: -0.0576292053
, x: 0.291535497
y: 0.404717863
z: -0.0250385273
, x: 0.294509739
y: 0.367678344
z: -0.037538331
, x: 0.296264023
y: 0.344572723
z: -0.0478816703
, x: 0.297963887
y: 0.325504154
z: -0.0549245626
, x: 0.268752277
y: 0.412505388
z: -0.0271083917
, x: 0.268937886
y: 0.385978758
z: -0.0388185158
, x: 0.269839197
y: 0.368784875
z: -0.0453619212
, x: 0.270636648
y: 0.352344334
z: -0.0497535206
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.196446717
y: 0.519603729
z: 2.56576584e-007
, x: 0.221249342
y: 0.51079154
z: -0.0237317421
, x: 0.228055477
y: 0.488301
z: -0.0339996517
, x: 0.201598
y: 0.470353574
z: -0.0411163
, x: 0.176948085
y: 0.462169766
z: -0.0474783368
, x: 0.2343615
y: 0.449677467
z: -0.0195352733
, x: 0.235599652
y: 0.418104
z: -0.0315630473
, x: 0.23503767
y: 0.398573041
z: -0.0421296135
, x: 0.233594194
y: 0.38143006
z: -0.0499334261
, x: 0.211998016
y: 0.444487602
z: -0.0167003479
, x: 0.214654863
y: 0.409563124
z: -0.0270948447
, x: 0.21554257
y: 0.386937052
z: -0.0375867076
, x: 0.216966078
y: 0.367849529
z: -0.0450639874
, x: 0.192054316
y: 0.447117597
z: -0.0163704157
, x: 0.19393748
y: 0.416068375
z: -0.026605593
, x: 0.195906222
y: 0.396250248
z: -0.0362869091
, x: 0.197587296
y: 0.379654527
z: -0.0425177813
, x: 0.173076272
y: 0.455168724
z: -0.0182002094
, x: 0.174918562
y: 0.431757033
z: -0.0269501656
, x: 0.176023632
y: 0.417080343
z: -0.0317100324
, x: 0.177170068
y: 0.403089225
z: -0.0348177254
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.157359421
y: 0.564805508
z: 2.44345216e-007
, x: 0.190720469
y: 0.562653244
z: -0.0273125805
, x: 0.207950562
y: 0.540545523
z: -0.03754678
, x: 0.194153249
y: 0.514597416
z: -0.0431139357
, x: 0.17356351
y: 0.499316782
z: -0.0481152236
, x: 0.216632918
y: 0.503142118
z: -0.025188515
, x: 0.222077057
y: 0.47111091
z: -0.0378193781
, x: 0.223120034
y: 0.452002645
z: -0.0479910485
, x: 0.224614456
y: 0.434903264
z: -0.0557333343
, x: 0.194886774
y: 0.495942
z: -0.0195732974
, x: 0.201960266
y: 0.461216331
z: -0.0309605133
, x: 0.206561938
y: 0.439679
z: -0.0412912294
, x: 0.212723464
y: 0.421496272
z: -0.048923146
, x: 0.173503593
y: 0.495934367
z: -0.0165046
, x: 0.179158419
y: 0.463994861
z: -0.028939845
, x: 0.185897738
y: 0.44427222
z: -0.0387946777
, x: 0.19256705
y: 0.427468687
z: -0.0452324189
, x: 0.151424587
y: 0.500831425
z: -0.0155743305
, x: 0.157752022
y: 0.476793557
z: -0.0276365038
, x: 0.163571656
y: 0.462396681
z: -0.0344790593
, x: 0.169515401
y: 0.448341668
z: -0.0389971063
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.0956397578
y: 0.516539872
z: 2.88971137e-007
, x: 0.132793024
y: 0.511916041
z: -0.0284144524
, x: 0.154711992
y: 0.482618034
z: -0.0385007598
, x: 0.137328714
y: 0.453426033
z: -0.0442300737
, x: 0.110488206
y: 0.438681513
z: -0.049350746
, x: 0.16825439
y: 0.435765922
z: -0.0225204565
, x: 0.180042267
y: 0.398329765
z: -0.0361357071
, x: 0.185051143
y: 0.374615252
z: -0.0485825464
, x: 0.188006088
y: 0.353949517
z: -0.0579026826
, x: 0.142169788
y: 0.425976366
z: -0.018173635
, x: 0.155650109
y: 0.384328574
z: -0.0299393926
, x: 0.163065508
y: 0.357009143
z: -0.0421503074
, x: 0.169809297
y: 0.33401978
z: -0.0507914722
, x: 0.116361797
y: 0.425534278
z: -0.0167308431
, x: 0.128215045
y: 0.386773825
z: -0.0285903327
, x: 0.137860417
y: 0.362219274
z: -0.0396900214
, x: 0.145822585
y: 0.341583729
z: -0.0469668135
, x: 0.0889772
y: 0.431658179
z: -0.0177965108
, x: 0.0994639173
y: 0.402374625
z: -0.0285121147
, x: 0.106691606
y: 0.38372916
z: -0.0342642963
, x: 0.113979548
y: 0.36606279
z: -0.0379342586
]",Left
